Well,Sample.Name,Target Name,Amp Score,Amp Status,Task,Cq,Cq Mean,Cq Standard Deviation,Quantity,Quantity Mean,Quantity Standard Deviation,Intercept,R-Squared,Slope,Efficiency,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Omit,Tm1
D9,16,BQCV,1.27,Amp,UNKNOWN,27.266,27.127,0.198,155.148,171.106,22.568,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,24,FALSE,79.20469666
G5,17,BQCV,0,No Amp,NTC,Undetermined,-,-,-,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,89.33892822
A6,17,BQCV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.079,TRUE,3,39,TRUE,92.58261108
B6,17,BQCV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.079,TRUE,3,39,TRUE,76.3075943
C4,18,BQCV,1.273,Amp,UNKNOWN,30.392,32.112,2.432,19.174,10.547,12.199,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,27,FALSE,78.85577393
D4,18,BQCV,1.187,Amp,UNKNOWN,33.831,32.112,2.432,1.921,10.547,12.199,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,31,FALSE,79.2552948
A2,19,BQCV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.079,TRUE,3,39,TRUE,73.47322083
B2,19,BQCV,1.147,Amp,UNKNOWN,34.19,34.19,-,1.511,1.511,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.079,TRUE,3,30,FALSE,79.59431458
A3,20,BQCV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.079,TRUE,3,39,TRUE,77.50512695
B3,20,BQCV,1.241,Amp,UNKNOWN,34.941,34.941,-,0.914,0.914,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.079,TRUE,3,31,FALSE,79.44608307
C2,21,BQCV,1.022,Amp,UNKNOWN,30.85,31.293,0.627,14.116,10.96,4.464,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,28,FALSE,79.26277924
D2,21,BQCV,1.089,Amp,UNKNOWN,31.736,31.293,0.627,7.804,10.96,4.464,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,26,FALSE,79.21286774
C10,22,BQCV,1.321,Amp,UNKNOWN,29.225,29.472,0.349,41.853,35.964,8.329,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,26,FALSE,78.90500641
D10,22,BQCV,1.299,Amp,UNKNOWN,29.719,29.472,0.349,30.074,35.964,8.329,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,26,FALSE,79.10479736
A7,23,BQCV,0,No Amp,UNKNOWN,Undetermined,-,-,2.53E+10,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.079,TRUE,3,39,FALSE,93.03392029
B7,23,BQCV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.079,TRUE,3,39,TRUE,90.79457092
C5,24,BQCV,1.248,Amp,UNKNOWN,31.672,30.872,1.131,8.146,15.949,11.034,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,29,FALSE,78.9498291
D5,24,BQCV,1.128,Amp,UNKNOWN,30.072,30.872,1.131,23.751,15.949,11.034,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,27,FALSE,79.14962006
C3,25,BQCV,1.12,Amp,UNKNOWN,28.857,29.53,0.952,53.544,37.655,22.471,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,26,FALSE,79.0116272
D3,25,BQCV,1.152,Amp,UNKNOWN,30.203,29.53,0.952,21.766,37.655,22.471,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,27,FALSE,78.9617157
C1,26,BQCV,1.328,Amp,UNKNOWN,27.67,27.369,0.426,118.414,147.807,41.568,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,24,FALSE,79.31275177
D1,26,BQCV,1.314,Amp,UNKNOWN,27.068,27.369,0.426,177.2,147.807,41.568,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,23,FALSE,79.41260529
C2,27,BQCV,1.253,Amp,UNKNOWN,31.245,30.53,1.011,10.836,19.517,12.276,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,27,FALSE,79.41260529
D2,27,BQCV,1.289,Amp,UNKNOWN,29.815,30.53,1.011,28.198,19.517,12.276,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,26,FALSE,79.46253204
C3,28,BQCV,1.283,Amp,UNKNOWN,31.735,30.992,1.051,7.806,14.455,9.403,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,28,FALSE,79.41098022
D3,28,BQCV,1.311,Amp,UNKNOWN,30.249,30.992,1.051,21.103,14.455,9.403,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,26,FALSE,79.26116943
C4,29,BQCV,1.32,Amp,UNKNOWN,31.714,30.844,1.23,7.919,16.64,12.334,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,28,FALSE,79.36104584
D4,29,BQCV,1.365,Amp,UNKNOWN,29.974,30.844,1.23,25.362,16.64,12.334,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,26,FALSE,79.21122742
C5,30,BQCV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,39,TRUE,68.77302551
D5,30,BQCV,1.357,Amp,UNKNOWN,29.105,29.105,-,45.358,45.358,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,25,FALSE,79.35964966
C6,31,BQCV,1.351,Amp,UNKNOWN,29.815,28.311,2.128,28.198,119.678,129.373,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,26,FALSE,79.20983887
D6,31,BQCV,1.382,Amp,UNKNOWN,26.806,28.311,2.128,211.159,119.678,129.373,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,23,FALSE,79.06002808
C6,32,BQCV,1.319,Amp,UNKNOWN,25.359,25.931,0.809,555.859,407.209,210.223,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,22,FALSE,79.09967041
D6,32,BQCV,1.307,Amp,UNKNOWN,26.503,25.931,0.809,258.559,407.209,210.223,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,23,FALSE,79.24951172
A4,33,BQCV,0.72,No Amp,UNKNOWN,Undetermined,33.391,-,2.53E+10,2.579,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.079,TRUE,3,35,FALSE,79.44608307
B4,33,BQCV,1.322,Amp,UNKNOWN,33.391,33.391,-,2.579,2.579,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.079,TRUE,3,29,FALSE,79.44608307
C7,34,BQCV,1.322,Amp,UNKNOWN,34.289,32.441,2.614,1.414,9.087,10.851,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,30,FALSE,79.46118927
D7,34,BQCV,1.352,Amp,UNKNOWN,30.593,32.441,2.614,16.76,9.087,10.851,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,27,FALSE,79.26148224
C8,35,BQCV,1.147,Amp,UNKNOWN,34.776,31.747,4.284,1.021,29.896,40.835,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,31,FALSE,79.46118927
D8,35,BQCV,1.296,Amp,UNKNOWN,28.718,31.747,4.284,58.771,29.896,40.835,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,25,FALSE,79.21155548
C9,36,BQCV,1.204,Amp,UNKNOWN,32.006,30.143,2.634,6.514,42.621,51.063,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,28,FALSE,79.26316833
D9,36,BQCV,1.315,Amp,UNKNOWN,28.281,30.143,2.634,78.727,42.621,51.063,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,24,FALSE,79.01355743
C4,37,BQCV,1.304,Amp,UNKNOWN,23.338,23.867,0.749,2148.156,1603.152,770.753,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,20,FALSE,79.31110382
D4,37,BQCV,1.309,Amp,UNKNOWN,24.396,23.867,0.749,1058.148,1603.152,770.753,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,21,FALSE,79.1114502
C10,38,BQCV,1.289,Amp,UNKNOWN,32.098,29.769,3.293,6.125,72.097,93.299,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,28,FALSE,79.51277924
D10,38,BQCV,1.344,Amp,UNKNOWN,27.441,29.769,3.293,138.069,72.097,93.299,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,23,FALSE,79.21324921
C5,39,BQCV,0.431,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,12,TRUE,68.23319244
D5,39,BQCV,1.283,Amp,UNKNOWN,31.81,31.81,-,7.428,7.428,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,29,FALSE,79.11480713
C6,40,BQCV,1.253,Amp,UNKNOWN,27.602,27.602,-,123.987,123.987,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,24,FALSE,79.16472626
D6,40,BQCV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,82.35932922
C11,41,BQCV,1.115,Amp,UNKNOWN,33.405,30.471,4.15,2.554,66.06,89.81,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,29,FALSE,79.50074005
D11,41,BQCV,1.304,Amp,UNKNOWN,27.536,30.471,4.15,129.565,66.06,89.81,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,23,FALSE,79.20102692
C7,42,BQCV,1.337,Amp,UNKNOWN,23.255,23.586,0.468,2270.288,1864.47,573.913,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,20,FALSE,78.94976807
D7,42,BQCV,1.33,Amp,UNKNOWN,23.916,23.586,0.468,1458.653,1864.47,573.913,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,21,FALSE,79.14956665
C12,43,BQCV,1.327,Amp,UNKNOWN,32.258,30.116,3.028,5.504,51.045,64.405,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,28,FALSE,79.25097656
D12,43,BQCV,1.364,Amp,UNKNOWN,27.975,30.116,3.028,96.586,51.045,64.405,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,24,FALSE,79.15106964
C12,Gblock,BQCV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,92.58895111
G2,Gblock,BQCV,1.408,Amp,UNKNOWN,16.221,16.221,-,250864.75,250864.75,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,12,FALSE,79.5124588
G2,Gblock,BQCV,1.385,Amp,STANDARD,15.336,15.336,-,1,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,12,FALSE,79.35539246
E1,Gblock,BQCV,1.398,Amp,STANDARD,15.852,15.852,-,1,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.079,TRUE,3,12,FALSE,79.59431458
D12,No Sample,BQCV,0,No Amp,NTC,Undetermined,-,-,-,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,90.84146881
G5,No Sample,BQCV,0,No Amp,NTC,Undetermined,-,-,-,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.067,TRUE,3,39,TRUE,92.64286804
E3,No Sample,BQCV,0,No Amp,NTC,Undetermined,-,-,-,0,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.079,TRUE,3,39,TRUE,92.13692474
B2,1,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,39,TRUE,91.0425415
A9,1,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,69.23016357
B9,1,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,67.83243561
C9,1,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,73.17375183
A1,2,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,73.67240906
B1,2,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,75.06999969
A7,3,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,89.14517212
B7,3,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,90.64228821
A8,4,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,80.76135254
B8,4,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,76.22012329
A9,5,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,75.11951447
B9,5,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,70.67721558
B3,6,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,39,TRUE,67.46959686
A10,6,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,69.23016357
B10,6,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,67.93227386
C10,6,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,66.83406067
A10,7,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,69.77877045
B10,7,DWV,0.561,No Amp,UNKNOWN,16.215,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,11,TRUE,90.39305878
A11,8,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,79.75744629
B11,8,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,4,TRUE,91.74017334
B1,9,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,39,TRUE,69.66604614
A8,9,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,70.03242493
B8,9,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,67.4868927
C8,9,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,89.09894562
B11,10,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,39,TRUE,67.51377106
D9,10,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,67.13357544
E9,10,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,67.03373718
F9,10,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,66.8839798
A12,12,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,39,TRUE,69.76126862
B12,12,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,39,TRUE,71.00988007
A6,13,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,70.52645111
B6,13,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,68.77948761
A8,14,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,39,TRUE,94.33444977
B8,14,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,39,TRUE,67.96071625
A1,15,DWV,1.041,Amp,UNKNOWN,31.599,31.599,-,10.445,10.445,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,28,FALSE,69.17969513
B1,15,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,86.85162354
B9,16,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,39,TRUE,67.21699524
G4,16,DWV,1.1,No Amp,NTC,37.211,-,-,-,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,34,TRUE,77.30765533
A12,16,DWV,1.234,Amp,UNKNOWN,34.815,34.815,-,1.302,1.302,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,32,FALSE,80.76042938
B12,16,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,67.98282623
C12,16,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,66.93466187
G4,16,DWV,0,No Amp,NTC,Undetermined,-,-,-,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,67.08223724
A7,17,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,73.17690277
B7,17,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,69.93260193
A4,18,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,39,TRUE,69.36729431
B4,18,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,39,TRUE,94.23710632
A2,19,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,69.52914429
B2,19,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,87.20107269
A3,20,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,78.66387939
B3,20,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,70.67653656
A2,21,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,93.48828125
B2,21,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,87.74816895
B10,22,DWV,0.536,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,35,TRUE,72.61145782
D8,22,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,67.13750458
E8,22,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,67.08759308
F8,22,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,67.08759308
A5,23,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,69.87757874
B5,23,DWV,0.866,No Amp,UNKNOWN,38.398,38.398,-,0.128,0.128,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,35,FALSE,70.92575836
A5,24,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,39,TRUE,68.66062164
B5,24,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,39,TRUE,67.21214294
A3,25,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,93.28684998
B3,25,DWV,0.574,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,TRUE,74.51942444
A1,26,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,74.56963348
B1,26,DWV,0.499,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,35,TRUE,67.18035126
A2,27,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,67.72956085
B2,27,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,67.03057098
A3,28,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,68.07515717
B3,28,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,67.07640839
A4,29,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,68.02522278
B4,29,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,71.57078552
A5,30,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,68.32359314
B5,30,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,67.07517242
A6,31,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,67.92410278
B6,31,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,67.2749176
A6,32,DWV,1.314,Amp,UNKNOWN,32.444,33.192,1.058,6.045,4.17,2.652,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,29,FALSE,79.74898529
B6,32,DWV,1.292,Amp,UNKNOWN,33.94,33.192,1.058,2.295,4.17,2.652,35.2228,0.993,-3.5567,91.05548,TRUE,0.054,TRUE,3,30,FALSE,79.89883423
A4,33,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,39,TRUE,69.82788086
B4,33,DWV,1.3,Amp,UNKNOWN,33.373,33.373,-,3.313,3.313,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.041,TRUE,3,30,FALSE,79.91189575
A7,34,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,68.02789307
B7,34,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,67.2789917
A8,35,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,68.12774658
B8,35,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,84.8033905
A9,36,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,68.13063049
B9,36,DWV,0,No Amp,UNKNOWN,Undetermined,-,-,0,0,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.232,TRUE,3,39,TRUE,67.53157043
A4,37,DWV,1.28,Amp,UNKNOWN,33.591,32.016,2.227,2.876,12.489,13.594,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,31,FALSE,79.61058807
B4,37,DWV,1.298,Amp,UNKNOWN,30.441,32.016,2.227,22.101,12.489,13.594,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,27,FALSE,79.8601532
